rep,drug,category,pdb,target,state,diffdock_confidence,gnina_affinity,gnina_minimize_rmsd,gnina_cnn_score,gnina_cnn_affinity
2,dasatinib,multi_kinase,8A2B,EGFR,L858R,-0.35,-7.27979,2.25166,0.77226,7.25252
2,dasatinib,multi_kinase,8FMI,KRAS,WT,-1.53,-5.39085,2.50004,0.02709,5.06485
2,disulfiram,repurposing_candidate,3POZ,EGFR,WT,-0.57,-4.00571,0.84842,0.27668,4.89969
2,disulfiram,repurposing_candidate,4I24,EGFR,T790M,-0.53,-4.48667,1.6324,0.42918,5.40881
2,disulfiram,repurposing_candidate,4LDJ,KRAS,G12C,-2.07,-3.26753,1.88185,0.13748,3.18172
2,disulfiram,repurposing_candidate,5UGC,EGFR,L858R+T790M,-1.59,-4.14202,2.45286,0.24125,4.46329
2,disulfiram,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-2.23,-2.70719,3.68225,0.09307,3.0162
2,disulfiram,repurposing_candidate,8A2B,EGFR,L858R,-0.55,-4.17168,2.04362,0.26861,4.56711
2,disulfiram,repurposing_candidate,8FMI,KRAS,WT,-1.76,-3.27629,1.52981,0.1951,3.36177
2,divarasib,kras_family,3POZ,EGFR,WT,-1.91,-7.35294,2.9357,0.01299,7.11718
2,divarasib,kras_family,4I24,EGFR,T790M,-1.52,-5.48186,1.35642,0.06465,7.64002
2,divarasib,kras_family,4LDJ,KRAS,G12C,-3.1,-5.29036,2.56533,0.00791,5.128
2,divarasib,kras_family,5UGC,EGFR,L858R+T790M,-1.62,-4.42721,2.33111,0.08845,7.6479
2,divarasib,kras_family,6OIM,KRAS,G12C+sotorasib,-1.38,-9.39266,1.26094,0.68773,8.52238
2,divarasib,kras_family,8A2B,EGFR,L858R,-0.93,-8.68106,1.5606,0.22868,7.95454
2,divarasib,kras_family,8FMI,KRAS,WT,-2.53,-6.35163,1.7554,0.04669,5.72999
2,doxycycline,repurposing_candidate,3POZ,EGFR,WT,-0.55,-7.92333,3.99508,0.4588,5.07396
2,doxycycline,repurposing_candidate,4I24,EGFR,T790M,-1.17,1.13549,2.47129,0.1375,4.89856
2,doxycycline,repurposing_candidate,4LDJ,KRAS,G12C,-1.57,-7.33879,1.32921,0.82293,5.6256
2,doxycycline,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.87,-7.50557,3.67143,0.19442,4.85932
2,doxycycline,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-1.43,-7.93734,2.16469,0.62871,5.17608
2,doxycycline,repurposing_candidate,8A2B,EGFR,L858R,-0.59,-0.93302,0.60568,0.216,4.71671
2,doxycycline,repurposing_candidate,8FMI,KRAS,WT,-0.77,-7.96915,1.41368,0.35949,5.11816
2,erlotinib,known_answer,3POZ,EGFR,WT,-0.45,-7.18075,2.05615,0.80699,7.16344
2,erlotinib,known_answer,4I24,EGFR,T790M,-0.18,-6.91004,1.51932,0.89027,7.14961
2,erlotinib,known_answer,4LDJ,KRAS,G12C,-2.18,-4.039,2.50295,0.47358,5.68581
2,erlotinib,known_answer,5UGC,EGFR,L858R+T790M,-1.0,-5.13734,2.22774,0.35931,6.59855
2,erlotinib,known_answer,6OIM,KRAS,G12C+sotorasib,-1.63,2.92793,0.38197,0.37423,5.5493
2,erlotinib,known_answer,8A2B,EGFR,L858R,-0.16,-7.36246,1.71686,0.95376,6.94746
2,erlotinib,known_answer,8FMI,KRAS,WT,-2.01,-5.59943,2.01578,0.11733,5.21948
2,gefitinib,known_answer,3POZ,EGFR,WT,-0.13,-7.76449,1.91098,0.92179,7.97107
2,gefitinib,known_answer,4I24,EGFR,T790M,-0.21,-8.73803,1.07773,0.97449,7.9022
2,gefitinib,known_answer,4LDJ,KRAS,G12C,-1.43,-5.11523,2.10486,0.61921,6.79181
2,gefitinib,known_answer,5UGC,EGFR,L858R+T790M,-1.54,-6.45325,3.4383,0.40967,7.30243
2,gefitinib,known_answer,6OIM,KRAS,G12C+sotorasib,-1.74,-6.35602,2.68623,0.05648,5.23409
2,gefitinib,known_answer,8A2B,EGFR,L858R,-0.57,-7.28459,1.9146,0.94441,7.55136
2,gefitinib,known_answer,8FMI,KRAS,WT,-0.81,-6.1475,1.6601,0.71513,6.82263
2,imatinib,multi_kinase,3POZ,EGFR,WT,-1.21,-8.96361,2.89397,0.16325,6.9733
2,imatinib,multi_kinase,4I24,EGFR,T790M,-0.88,-9.53865,1.67193,0.81329,7.8227
2,imatinib,multi_kinase,4LDJ,KRAS,G12C,-2.01,-6.24628,2.19625,0.04491,5.00522
2,imatinib,multi_kinase,5UGC,EGFR,L858R+T790M,-0.8,-6.96532,2.3707,0.30629,7.63192
2,imatinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-3.27,-0.09007,10.5398,0.49268,5.75709
2,imatinib,multi_kinase,8A2B,EGFR,L858R,-0.94,-7.63693,3.36725,0.06276,6.37868
2,imatinib,multi_kinase,8FMI,KRAS,WT,-1.44,-7.3247,1.84806,0.05526,5.53023
2,itraconazole,repurposing_candidate,3POZ,EGFR,WT,-1.34,-4.84144,2.6251,0.02941,6.21589
2,itraconazole,repurposing_candidate,4I24,EGFR,T790M,-3.12,-7.09458,1.65336,0.42007,7.58951
2,itraconazole,repurposing_candidate,4LDJ,KRAS,G12C,-2.21,-5.90289,4.40355,0.08783,5.97657
2,itraconazole,repurposing_candidate,5UGC,EGFR,L858R+T790M,-2.33,3.19296,0.84839,0.24249,7.22915
2,itraconazole,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-3.23,15.05484,5.30717,0.33445,6.53135
2,itraconazole,repurposing_candidate,8A2B,EGFR,L858R,-1.88,-6.94364,2.88184,0.02858,6.13697
2,itraconazole,repurposing_candidate,8FMI,KRAS,WT,-3.19,-6.28667,2.8287,0.34666,6.67817
2,lapatinib,egfr_family,3POZ,EGFR,WT,-0.57,-10.43068,0.97536,0.93944,8.66728
2,lapatinib,egfr_family,4I24,EGFR,T790M,-0.85,-7.33571,1.19378,0.89076,8.60006
2,lapatinib,egfr_family,4LDJ,KRAS,G12C,-2.52,-6.07788,1.59694,0.07151,6.37126
2,lapatinib,egfr_family,5UGC,EGFR,L858R+T790M,-1.88,0.52694,2.336,0.63563,8.01057
2,lapatinib,egfr_family,6OIM,KRAS,G12C+sotorasib,-2.55,-6.68271,5.10878,0.05066,5.83827
2,lapatinib,egfr_family,8A2B,EGFR,L858R,-0.69,-8.54932,1.18181,0.79821,7.87241
2,lapatinib,egfr_family,8FMI,KRAS,WT,-2.29,-6.33556,2.13778,0.1405,6.5431
2,metformin,repurposing_candidate,3POZ,EGFR,WT,0.19,-3.66001,1.05001,0.87642,4.20155
2,metformin,repurposing_candidate,4I24,EGFR,T790M,0.5,-3.63624,1.02317,0.73613,3.4975
2,metformin,repurposing_candidate,4LDJ,KRAS,G12C,0.14,-4.25564,1.33885,0.73836,3.41863
2,metformin,repurposing_candidate,5UGC,EGFR,L858R+T790M,0.48,-4.0222,0.48711,0.89746,4.10435
2,metformin,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-4.1,-2.23621,4.44974,0.59886,3.37561
2,metformin,repurposing_candidate,8A2B,EGFR,L858R,0.65,-3.78752,0.46556,0.91546,4.52866
2,metformin,repurposing_candidate,8FMI,KRAS,WT,-0.29,-3.21183,1.09401,0.42018,3.88519
2,neratinib,egfr_family,3POZ,EGFR,WT,-0.45,-8.62683,2.21409,0.74302,8.61595
2,neratinib,egfr_family,4I24,EGFR,T790M,-0.41,-7.81854,1.33629,0.91427,9.03167
2,neratinib,egfr_family,4LDJ,KRAS,G12C,-2.65,-4.70127,3.00839,0.04987,5.74292
2,neratinib,egfr_family,5UGC,EGFR,L858R+T790M,-0.97,2.06002,1.99741,0.58645,8.37469
2,neratinib,egfr_family,6OIM,KRAS,G12C+sotorasib,-2.35,-5.94132,4.5634,0.02466,6.17305
2,neratinib,egfr_family,8A2B,EGFR,L858R,-0.68,-7.86747,2.33301,0.39389,7.62939
2,neratinib,egfr_family,8FMI,KRAS,WT,-1.47,-4.99798,1.52924,0.06651,5.80081
2,osimertinib,known_answer,3POZ,EGFR,WT,-0.71,-6.6859,1.17897,0.72877,8.06988
2,osimertinib,known_answer,4I24,EGFR,T790M,-0.73,-7.58628,2.354,0.15415,7.43854
2,osimertinib,known_answer,4LDJ,KRAS,G12C,-1.71,-4.61525,1.98641,0.07746,5.98049
2,osimertinib,known_answer,5UGC,EGFR,L858R+T790M,-1.62,-6.92497,4.67929,0.07237,6.76929
2,osimertinib,known_answer,6OIM,KRAS,G12C+sotorasib,-2.63,-2.62598,3.57927,0.4332,5.40696
2,osimertinib,known_answer,8A2B,EGFR,L858R,-0.89,-6.59025,2.63381,0.09641,6.79916
2,osimertinib,known_answer,8FMI,KRAS,WT,-1.38,-4.82363,1.65061,0.16222,6.15044
2,ponatinib,multi_kinase,3POZ,EGFR,WT,-1.07,-8.85014,2.79203,0.08578,6.83239
2,ponatinib,multi_kinase,4I24,EGFR,T790M,-2.16,13.41912,3.55999,0.46794,7.40205
2,ponatinib,multi_kinase,4LDJ,KRAS,G12C,-2.35,-5.85719,2.44826,0.06926,5.87069
2,ponatinib,multi_kinase,5UGC,EGFR,L858R+T790M,-2.28,5.69625,2.96775,0.56455,7.55133
2,ponatinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-2.84,21.11569,3.67118,0.80108,7.06336
2,ponatinib,multi_kinase,8A2B,EGFR,L858R,-0.79,-10.55761,2.55317,0.27454,7.18973
2,ponatinib,multi_kinase,8FMI,KRAS,WT,-2.07,-7.83093,1.78977,0.21456,6.41331
2,propranolol,repurposing_candidate,3POZ,EGFR,WT,-0.47,-7.54848,1.10628,0.69524,5.93179
2,propranolol,repurposing_candidate,4I24,EGFR,T790M,-0.44,-7.02987,1.66669,0.36582,4.54277
2,propranolol,repurposing_candidate,4LDJ,KRAS,G12C,-1.13,-5.41224,0.93816,0.72746,4.16411
2,propranolol,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.64,-7.58999,1.82637,0.37177,5.07758
2,propranolol,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-3.51,-4.65921,6.81318,0.20744,2.95179
2,propranolol,repurposing_candidate,8A2B,EGFR,L858R,-0.58,-6.47718,0.77792,0.35911,5.05385
2,propranolol,repurposing_candidate,8FMI,KRAS,WT,-1.41,-5.32573,1.13967,0.2319,3.73304
2,simvastatin,repurposing_candidate,3POZ,EGFR,WT,-1.31,-5.7945,1.04762,0.06877,4.99252
2,simvastatin,repurposing_candidate,4I24,EGFR,T790M,-2.1,3.32062,3.46859,0.27127,6.05794
2,simvastatin,repurposing_candidate,4LDJ,KRAS,G12C,-2.14,-3.91949,2.64588,0.12036,5.14516
2,simvastatin,repurposing_candidate,5UGC,EGFR,L858R+T790M,-1.31,-6.01603,2.60934,0.22235,5.92988
2,simvastatin,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-2.03,-5.38335,2.97128,0.3366,5.90472
2,simvastatin,repurposing_candidate,8A2B,EGFR,L858R,-1.36,-7.59125,1.75555,0.37574,6.34822
2,simvastatin,repurposing_candidate,8FMI,KRAS,WT,-1.41,-6.56646,1.3031,0.20013,6.27844
2,sorafenib,multi_kinase,3POZ,EGFR,WT,-2.07,-10.34601,4.83778,0.30742,6.88349
2,sorafenib,multi_kinase,4I24,EGFR,T790M,-1.68,-8.29444,3.27012,0.53213,7.4725
2,sorafenib,multi_kinase,4LDJ,KRAS,G12C,-1.91,-5.89984,3.4458,0.14064,5.80732
2,sorafenib,multi_kinase,5UGC,EGFR,L858R+T790M,-1.44,1.42578,0.91891,0.94424,7.91089
2,sorafenib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-3.46,53.90248,2.70489,0.08528,5.44235
2,sorafenib,multi_kinase,8A2B,EGFR,L858R,-0.17,-10.0368,1.47245,0.80513,7.13285
2,sorafenib,multi_kinase,8FMI,KRAS,WT,-2.0,-7.56876,2.27568,0.07374,5.37609
2,sotorasib,known_answer,3POZ,EGFR,WT,-2.32,-7.28279,3.24382,0.06768,7.26403
2,sotorasib,known_answer,4I24,EGFR,T790M,-2.13,1.97448,1.54739,0.3295,7.65939
2,sotorasib,known_answer,4LDJ,KRAS,G12C,-2.53,-6.63689,1.4166,0.78967,7.91448
2,sotorasib,known_answer,5UGC,EGFR,L858R+T790M,-1.36,-4.69679,3.37086,0.01872,7.15012
2,sotorasib,known_answer,6OIM,KRAS,G12C+sotorasib,-0.96,-7.59857,1.1238,0.5292,7.69141
2,sotorasib,known_answer,8A2B,EGFR,L858R,-2.42,-2.41125,2.05555,0.05607,6.51935
2,sotorasib,known_answer,8FMI,KRAS,WT,-2.33,-7.50629,1.97309,0.48388,7.51823
2,sunitinib,multi_kinase,3POZ,EGFR,WT,-0.69,-7.18856,2.25074,0.2908,6.88483
2,sunitinib,multi_kinase,4I24,EGFR,T790M,-0.75,-7.51116,0.99991,0.87692,7.04444
2,sunitinib,multi_kinase,4LDJ,KRAS,G12C,-1.25,-5.31512,9.91182,0.03912,4.25795
2,sunitinib,multi_kinase,5UGC,EGFR,L858R+T790M,-0.86,-7.71221,2.17083,0.51334,6.9976
2,sunitinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-4.38,-4.57821,10.08388,0.05784,5.10665
2,sunitinib,multi_kinase,8A2B,EGFR,L858R,-0.61,-6.38928,1.41704,0.32942,6.67428
2,sunitinib,multi_kinase,8FMI,KRAS,WT,-1.41,-5.68858,1.10278,0.64494,6.00074
2,thalidomide,repurposing_candidate,3POZ,EGFR,WT,-0.38,-7.53628,2.43112,0.34195,5.29194
2,thalidomide,repurposing_candidate,4I24,EGFR,T790M,0.31,-6.55995,0.95552,0.77784,5.36488
2,thalidomide,repurposing_candidate,4LDJ,KRAS,G12C,-0.61,-4.88503,2.21702,0.52347,4.53297
2,thalidomide,repurposing_candidate,5UGC,EGFR,L858R+T790M,0.28,-7.0716,1.62179,0.71646,5.73121
2,thalidomide,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-0.95,-4.94238,1.76572,0.68434,5.35127
2,thalidomide,repurposing_candidate,8A2B,EGFR,L858R,0.09,-6.26277,3.89643,0.17105,4.11335
2,thalidomide,repurposing_candidate,8FMI,KRAS,WT,-0.34,-6.20109,0.4355,0.18479,4.27658
2,vandetanib,egfr_family,3POZ,EGFR,WT,-1.44,-8.10836,2.5169,0.68517,7.45688
2,vandetanib,egfr_family,4I24,EGFR,T790M,0.01,-8.39958,0.82198,0.90949,7.66281
2,vandetanib,egfr_family,4LDJ,KRAS,G12C,-1.76,-5.27884,3.06546,0.07163,5.59791
2,vandetanib,egfr_family,5UGC,EGFR,L858R+T790M,-1.48,-5.9537,5.5242,0.13661,6.01337
2,vandetanib,egfr_family,6OIM,KRAS,G12C+sotorasib,-2.51,-3.42197,4.37058,0.0875,5.56204
2,vandetanib,egfr_family,8A2B,EGFR,L858R,-0.0,-8.51962,0.63546,0.96779,7.60163
2,vandetanib,egfr_family,8FMI,KRAS,WT,-1.19,-5.8769,1.39676,0.52666,6.88504
2,verapamil,repurposing_candidate,3POZ,EGFR,WT,-1.29,-7.14335,1.45003,0.82595,7.69418
2,verapamil,repurposing_candidate,4I24,EGFR,T790M,-2.01,-3.2026,1.87702,0.45617,7.3432
2,verapamil,repurposing_candidate,4LDJ,KRAS,G12C,-2.05,-4.69653,1.65503,0.07461,4.8608
2,verapamil,repurposing_candidate,5UGC,EGFR,L858R+T790M,-2.54,-6.14629,2.73452,0.16269,6.01216
2,verapamil,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-4.08,-3.73722,4.24767,0.16697,4.46793
2,verapamil,repurposing_candidate,8A2B,EGFR,L858R,-1.3,-6.70626,1.30875,0.18673,6.30166
2,verapamil,repurposing_candidate,8FMI,KRAS,WT,-3.44,-4.7312,1.58886,0.06586,4.79711
3,adagrasib,known_answer,3POZ,EGFR,WT,-1.61,-7.26483,1.59926,0.31018,7.94455
3,adagrasib,known_answer,4I24,EGFR,T790M,-2.12,-1.6699,1.90231,0.05893,6.68164
3,adagrasib,known_answer,4LDJ,KRAS,G12C,-3.44,-4.473,5.76316,0.05562,4.98385
3,adagrasib,known_answer,5UGC,EGFR,L858R+T790M,-2.09,-4.58939,3.14156,0.07488,7.47504
3,adagrasib,known_answer,6OIM,KRAS,G12C+sotorasib,-2.12,-6.88962,2.88585,0.19362,6.6122
3,adagrasib,known_answer,8A2B,EGFR,L858R,-1.69,-6.69339,0.88951,0.20141,7.59748
3,adagrasib,known_answer,8FMI,KRAS,WT,-2.72,-6.60799,2.38766,0.0988,5.77966
3,afatinib,egfr_family,3POZ,EGFR,WT,-1.18,-7.99556,2.68805,0.11865,7.20596
3,afatinib,egfr_family,4I24,EGFR,T790M,0.03,-9.14834,1.51748,0.95037,8.15076
3,afatinib,egfr_family,4LDJ,KRAS,G12C,-1.83,-5.10437,1.83287,0.37916,6.79135
3,afatinib,egfr_family,5UGC,EGFR,L858R+T790M,-1.45,-6.77062,3.51569,0.23374,7.11296
3,afatinib,egfr_family,6OIM,KRAS,G12C+sotorasib,-1.66,-5.9772,2.67548,0.07861,6.21757
3,afatinib,egfr_family,8A2B,EGFR,L858R,-0.57,-7.46519,1.07866,0.90261,7.82169
3,afatinib,egfr_family,8FMI,KRAS,WT,-1.84,-6.06075,1.81037,0.59839,7.14389
3,aspirin,repurposing_candidate,3POZ,EGFR,WT,0.44,-6.23883,0.50359,0.80339,4.71487
3,aspirin,repurposing_candidate,4I24,EGFR,T790M,-0.19,-5.45449,1.71644,0.56796,3.80836
3,aspirin,repurposing_candidate,4LDJ,KRAS,G12C,-0.84,-4.62361,1.35568,0.86784,4.06733
3,aspirin,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.02,-5.62226,0.48632,0.72043,4.39385
3,aspirin,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-5.05,-3.05891,4.95908,0.25299,2.50721
3,aspirin,repurposing_candidate,8A2B,EGFR,L858R,-0.24,-4.92617,0.85555,0.706,4.22544
3,aspirin,repurposing_candidate,8FMI,KRAS,WT,-0.3,-5.20683,0.99815,0.84806,3.88931
3,cimetidine,repurposing_candidate,3POZ,EGFR,WT,-0.08,-5.12641,1.65115,0.36735,5.99502
3,cimetidine,repurposing_candidate,4I24,EGFR,T790M,-0.76,-4.64012,1.06019,0.16175,4.83985
3,cimetidine,repurposing_candidate,4LDJ,KRAS,G12C,-0.72,-4.5907,1.13496,0.77768,5.14758
3,cimetidine,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.39,-4.65094,0.9303,0.26905,5.64078
3,cimetidine,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-2.79,-3.39218,4.41351,0.08476,3.41246
3,cimetidine,repurposing_candidate,8A2B,EGFR,L858R,-0.24,-5.54929,1.44046,0.29129,5.5599
3,cimetidine,repurposing_candidate,8FMI,KRAS,WT,-0.6,-5.0021,1.32017,0.6846,5.0221
3,crizotinib,multi_kinase,3POZ,EGFR,WT,-0.57,-8.0329,0.58367,0.90817,8.05119
3,crizotinib,multi_kinase,4I24,EGFR,T790M,-0.64,-8.40463,0.81058,0.87459,8.30319
3,crizotinib,multi_kinase,4LDJ,KRAS,G12C,-2.31,-4.78569,2.64637,0.04577,4.64327
3,crizotinib,multi_kinase,5UGC,EGFR,L858R+T790M,-1.64,-6.30705,2.40392,0.68777,7.67248
3,crizotinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-3.79,-6.03418,8.67293,0.08887,5.37514
3,crizotinib,multi_kinase,8A2B,EGFR,L858R,-0.71,-6.44709,0.79255,0.72645,7.59021
3,crizotinib,multi_kinase,8FMI,KRAS,WT,-1.28,-6.03266,1.79473,0.15932,6.45473
3,dacomitinib,egfr_family,3POZ,EGFR,WT,-0.27,-7.98717,1.041,0.95071,8.4226
3,dacomitinib,egfr_family,4I24,EGFR,T790M,0.07,-9.56164,1.42485,0.96591,8.3273
3,dacomitinib,egfr_family,4LDJ,KRAS,G12C,-0.82,-4.96837,3.3113,0.02926,5.89288
3,dacomitinib,egfr_family,5UGC,EGFR,L858R+T790M,-1.44,-6.72728,2.4538,0.29982,7.36471
3,dacomitinib,egfr_family,6OIM,KRAS,G12C+sotorasib,-1.9,-5.36758,3.89767,0.29387,6.08857
3,dacomitinib,egfr_family,8A2B,EGFR,L858R,-0.19,-7.10008,0.98476,0.77866,7.41315
3,dacomitinib,egfr_family,8FMI,KRAS,WT,-1.05,-0.00151,0.28534,0.00848,5.71511
3,dasatinib,multi_kinase,3POZ,EGFR,WT,-0.63,-7.93631,4.26036,0.02728,6.34359
3,dasatinib,multi_kinase,4I24,EGFR,T790M,-0.32,-8.74098,0.76069,0.90491,7.95842
3,dasatinib,multi_kinase,4LDJ,KRAS,G12C,-1.64,-5.27185,2.16809,0.12844,5.86054
3,dasatinib,multi_kinase,5UGC,EGFR,L858R+T790M,-1.73,1.72794,2.2692,0.41325,7.24864
3,dasatinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-3.96,-1.64497,13.90808,0.18991,5.02619
3,dasatinib,multi_kinase,8A2B,EGFR,L858R,-0.42,-7.26448,1.64365,0.81486,7.26359
3,dasatinib,multi_kinase,8FMI,KRAS,WT,-1.62,-4.7228,1.2396,0.13165,6.26857
3,disulfiram,repurposing_candidate,3POZ,EGFR,WT,-0.64,-3.758,1.01488,0.49222,5.57224
3,disulfiram,repurposing_candidate,4I24,EGFR,T790M,-0.86,-4.0559,1.34989,0.50182,5.32845
3,disulfiram,repurposing_candidate,4LDJ,KRAS,G12C,-2.17,-3.54737,2.54925,0.25178,3.47415
3,disulfiram,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.64,-4.35044,1.3365,0.52007,5.67317
3,disulfiram,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-4.27,-1.76202,4.49689,0.11462,3.28666
3,disulfiram,repurposing_candidate,8A2B,EGFR,L858R,-0.7,-3.70152,1.44351,0.66569,5.24138
3,disulfiram,repurposing_candidate,8FMI,KRAS,WT,-1.82,-3.68697,0.91007,0.326,3.92601
3,divarasib,kras_family,3POZ,EGFR,WT,-1.9,-6.89636,2.71324,0.01988,7.46368
3,divarasib,kras_family,4I24,EGFR,T790M,-1.56,-6.65254,2.20438,0.36226,8.40676
3,divarasib,kras_family,4LDJ,KRAS,G12C,-2.84,-4.78612,3.46121,0.04917,5.84681
3,divarasib,kras_family,5UGC,EGFR,L858R+T790M,-1.5,-0.54417,1.80472,0.32902,8.01662
3,divarasib,kras_family,6OIM,KRAS,G12C+sotorasib,-1.57,-8.55353,1.25287,0.43213,7.97512
3,divarasib,kras_family,8A2B,EGFR,L858R,-1.19,-8.6755,1.55091,0.26772,7.98444
3,divarasib,kras_family,8FMI,KRAS,WT,-2.39,-7.25331,2.57411,0.05164,6.53047
3,doxycycline,repurposing_candidate,3POZ,EGFR,WT,-0.55,-7.99746,3.87329,0.38294,4.99458
3,doxycycline,repurposing_candidate,4I24,EGFR,T790M,-1.01,2.21402,1.03143,0.26467,5.3509
3,doxycycline,repurposing_candidate,4LDJ,KRAS,G12C,-1.45,-7.29669,1.12972,0.69713,5.41029
3,doxycycline,repurposing_candidate,5UGC,EGFR,L858R+T790M,-0.87,-7.99042,2.74405,0.26127,5.2912
3,doxycycline,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-1.51,-7.92706,1.99277,0.59922,5.09067
3,doxycycline,repurposing_candidate,8A2B,EGFR,L858R,-0.6,-0.9328,0.59316,0.21599,4.71667
3,doxycycline,repurposing_candidate,8FMI,KRAS,WT,-1.07,-7.86768,1.50478,0.44186,5.11052
3,erlotinib,known_answer,3POZ,EGFR,WT,-0.55,-7.01344,1.87742,0.79237,7.24571
3,erlotinib,known_answer,4I24,EGFR,T790M,-0.24,-6.86447,1.54519,0.87271,7.15514
3,erlotinib,known_answer,4LDJ,KRAS,G12C,-3.01,-4.39066,7.24635,0.08203,4.50667
3,erlotinib,known_answer,5UGC,EGFR,L858R+T790M,-0.9,-5.14188,2.51256,0.28645,6.50391
3,erlotinib,known_answer,6OIM,KRAS,G12C+sotorasib,-1.07,-6.33039,1.38551,0.06009,4.89485
3,erlotinib,known_answer,8A2B,EGFR,L858R,-0.66,-6.01781,1.42269,0.8182,6.75006
3,erlotinib,known_answer,8FMI,KRAS,WT,-2.32,-5.67058,1.94166,0.08426,5.03312
3,gefitinib,known_answer,3POZ,EGFR,WT,-0.07,-7.7392,1.08641,0.94806,8.09651
3,gefitinib,known_answer,4I24,EGFR,T790M,-0.23,-8.73042,1.28403,0.9729,7.8808
3,gefitinib,known_answer,4LDJ,KRAS,G12C,-1.35,-5.24831,3.92643,0.03293,4.18488
3,gefitinib,known_answer,5UGC,EGFR,L858R+T790M,-1.53,-5.77007,2.65643,0.36371,7.03059
3,gefitinib,known_answer,6OIM,KRAS,G12C+sotorasib,-2.2,-3.64,10.58663,0.09089,4.84026
3,gefitinib,known_answer,8A2B,EGFR,L858R,-0.56,-7.34368,2.59508,0.87268,7.45008
3,gefitinib,known_answer,8FMI,KRAS,WT,-0.57,-5.41457,1.92507,0.47725,6.4877
3,imatinib,multi_kinase,3POZ,EGFR,WT,-1.14,-8.70274,1.92203,0.2848,7.29399
3,imatinib,multi_kinase,4I24,EGFR,T790M,-0.71,-9.61911,1.49241,0.79649,7.79048
3,imatinib,multi_kinase,4LDJ,KRAS,G12C,-2.38,-7.17843,1.57538,0.26597,6.42828
3,imatinib,multi_kinase,5UGC,EGFR,L858R+T790M,-1.21,-8.93117,4.39981,0.0794,6.85234
3,imatinib,multi_kinase,6OIM,KRAS,G12C+sotorasib,-3.47,-2.33862,6.14304,0.4772,5.47691
3,imatinib,multi_kinase,8A2B,EGFR,L858R,-0.95,-8.39078,1.56378,0.88224,7.60749
3,imatinib,multi_kinase,8FMI,KRAS,WT,-2.08,-7.3247,2.83214,0.37225,6.5712
3,itraconazole,repurposing_candidate,3POZ,EGFR,WT,-1.5,-3.55715,3.22025,0.02547,6.02661
3,itraconazole,repurposing_candidate,4I24,EGFR,T790M,-2.96,-7.03431,1.58376,0.48747,7.67222
3,itraconazole,repurposing_candidate,4LDJ,KRAS,G12C,-2.99,-6.09752,1.59543,0.14003,5.86039
3,itraconazole,repurposing_candidate,5UGC,EGFR,L858R+T790M,-2.57,3.50302,2.30007,0.13672,6.74039
3,itraconazole,repurposing_candidate,6OIM,KRAS,G12C+sotorasib,-3.29,38.8704,15.68547,0.00152,4.93583
3,itraconazole,repurposing_candidate,8A2B,EGFR,L858R,-1.33,-10.05091,2.811,0.07689,6.63148
3,itraconazole,repurposing_candidate,8FMI,KRAS,WT,-2.53,-6.81379,3.64562,0.1867,5.93203
3,lapatinib,egfr_family,3POZ,EGFR,WT,-0.29,-10.66168,0.84788,0.98169,8.82316
3,lapatinib,egfr_family,4I24,EGFR,T790M,-0.75,-7.33602,1.19628,0.89075,8.60001
3,lapatinib,egfr_family,4LDJ,KRAS,G12C,-2.45,-5.52324,1.68221,0.11204,6.11451
3,lapatinib,egfr_family,5UGC,EGFR,L858R+T790M,-1.82,0.27844,2.52372,0.46775,7.79655
3,lapatinib,egfr_family,6OIM,KRAS,G12C+sotorasib,-2.64,-5.81579,2.15543,0.02743,5.2765
3,lapatinib,egfr_family,8A2B,EGFR,L858R,-0.67,-8.78144,1.76914,0.73976,7.8077
3,lapatinib,egfr_family,8FMI,KRAS,WT,-2.3,-6.28101,2.01053,0.08092,5.98946
3,metformin,repurposing_candidate,3POZ,EGFR,WT,0.23,-3.64398,0.85936,0.88496,4.14427
3,metformin,repurposing_candidate,4I24,EGFR,T790M,0.41,-3.57104,1.02389,0.73194,3.47762
3,metformin,repurposing_candidate,4LDJ,KRAS,G12C,0.28,-4.33391,0.86858,0.72703,3.54964
